,Class 0: Selective,Class 1: Pure Hemolytic,Class 2: Both Active/Toxic,Class 3: Inactive
MoranAuto_Mutability7,0.00015511043054387675,0.0006979865348321301,0.002929573972319202,0.0025485701318305374
MoranAuto_Mutability8,0.0034517925173052186,0.0005151812315825683,6.105022040080775e-05,0.00478745922594173
MoranAuto_Mutability10,0.0037445279791723843,0.00180275593191742,0.001613599745130638,0.0
GearyAuto_AvFlexibility8,0.0004773135325969026,0.006400260571707555,0.001125869618178025,0.00047750762030960154
GearyAuto_FreeEnergy3,0.005448453269808723,0.0026965963527146217,0.0028156784495641006,0.01596588799982417
GearyAuto_FreeEnergy5,0.01940645046300155,0.0007492352516849213,0.002136976134961326,0.017551559792751217
GearyAuto_ResidueASA7,0.00013541100152227294,0.004964250543459044,0.001089718197267388,0.0020322000804054953
GearyAuto_Mutability5,0.015041744197289307,0.0014532909584477655,0.0,0.008420772322271229
_SecondaryStrC3,0.015510306566817388,0.015854720912811992,0.013171344044654247,0.05030012713742405
_ChargeC1,0.04023672480603623,0.057436248425924014,0.013334626844247391,0.02640484694559019
_NormalizedVDWVC1,0.015797538571486344,0.005795218098839779,0.006731042417140561,0.034998416917188475
_PolarizabilityD3025,0.004559272943599701,0.0005887250984445447,0.0016750193898673624,0.0051689033582403374
_SolventAccessibilityD2075,0.007373414996275096,0.005256462983871519,0.0005083602705001289,0.0009412848893700996
_SolventAccessibilityD3001,0.005808764569366919,0.006920744555185485,0.005882917592822979,0.004413042602940927
_SecondaryStrD3025,9.818809437068945e-05,0.001543555419368978,0.004865553322259961,0.008232389153643422
_ChargeD1050,0.00035204124053048424,0.006440655306424587,0.00528615750012141,0.00885925452766129
_HydrophobicityD2075,0.004565690159593291,0.0013236887018613027,4.6755534548530876e-05,0.0009165656725721189
tausw5,0.031317799248376896,0.0005215013089417519,0.010508206614117103,0.043578755601957384
QSOSW1,0.008456336160229536,0.00018455358071935233,0.0001604671507332562,0.006538627479030387
QSOSW12,0.0001205088459024956,0.0010873292683200946,2.894018853405895e-05,0.0017717708788321017
QSOSW13,0.0012302206307571234,0.0010063446244266102,0.00019936713255316443,0.002921322444036998
QSOSW18,0.0005916418673742982,0.00022124079309072015,0.00017018868625512571,0.001260975608953414
QSOSW19,0.0005047966864583827,0.000507700299319266,2.621692403913916e-05,0.0009902931205943823
QSOgrant1,0.0,0.0,0.0,3.558102431899894e-05
QSOgrant3,0.0010684450866606076,0.0007613203390587736,0.0002489506543644789,0.003414269002596587
QSOgrant8,3.147068956827509e-05,0.0,0.0,0.0
QSOgrant14,0.0010266897163725152,0.00023565468461234348,0.0002849396925956011,0.003258582053582467
QSOgrant16,0.0002705896148395359,0.0030486385363981848,0.0025830057645167864,0.0004363271009379239
QSOgrant20,0.00030669396726077834,0.00822558703326386,0.0003125600572261819,0.0034612453002351765
APAAC1,0.0004253378289449161,0.0007456850003639826,0.008579120482592942,0.004535959203600992
APAAC8,0.0028345360679311884,0.005480518608266474,0.0,0.010405860930166374
APAAC33,0.0,0.0,0.0,0.0
APAAC44,5.316423664062283e-06,5.7986822805211114e-05,0.0005075043288395248,0.0
