,Class 0: Selective,Class 1: Pure Hemolytic,Class 2: Both Active/Toxic,Class 3: Inactive
LQ,0.00014702018637269214,0.0001343981162087778,0.00039769761513753555,0.0007144920808748929
LV,0.0022183655352512955,0.0014870220580369062,0.0,0.0001539900833077782
MA,0.0008338155457833889,0.001541923083871446,0.0004684118855701391,0.0005140600942834938
MC,0.0,0.0,0.0,0.0
MQ,0.0,0.0,0.0,0.0
MT,0.0013791063887447694,0.000849888073903973,0.0007121470716868212,0.001286253629913713
MW,0.0,0.0,0.0,0.0
MoranAuto_FreeEnergy12,0.0007048108507930614,0.0018732835517100996,0.0028208312367748742,0.00077090282001912
MoranAuto_FreeEnergy2,1.8761996682191225e-05,0.0010389952862182538,0.005702469245469308,0.006212296399449424
MoranAuto_FreeEnergy4,0.0030163507154093157,0.002499499042892195,0.0007949265359978828,0.009882356731368502
MoranAuto_Hydrophobicity11,0.0010176327546920767,2.8095947469292924e-05,0.0014892508563869005,0.005517006843109081
MoranAuto_Hydrophobicity6,0.0015949523381986173,0.00047245200424835617,0.00024277929681426223,0.0
MoranAuto_Hydrophobicity7,0.0005879924317154042,0.00011526887774499597,5.219878743328646e-05,0.0005491064270329583
MoranAuto_Mutability10,0.0033516492651406867,0.0017800510686469832,0.0019541298070157144,0.00040732707500933666
MoranAuto_Mutability2,0.00042623021139604557,0.00020724695197772838,0.0040539811979836025,0.00047997098722130414
MoranAuto_Mutability4,0.0012152776937508637,0.00024600021474349546,0.00014308134592479684,0.0008525747177173598
MoranAuto_Mutability7,0.000782286367197727,0.0005121403521459136,0.0007031135859384951,0.004328554673829334
MoranAuto_Mutability8,0.0005687591117129881,0.0006759274367573974,0.0005315716927202052,0.004161871808912438
MoranAuto_Polarizability8,0.000785980680744947,0.0,0.0,0.0
MoranAuto_ResidueVol6,0.0046703394263718796,0.0020573954326577747,0.0010804070376708775,0.0
MoranAuto_Steric3,0.0006349389104338214,0.0014518809624407714,1.539570639929242e-05,0.00025891280742507773
MoranAuto_Steric6,0.0,0.0,0.00023115627466533054,0.0
MoranAuto_Steric7,0.00015371507490395564,0.0002757071602670125,0.0027432902341569558,0.0019367231861754646
MoranAuto_Steric8,0.00017534913166881498,0.0005663045511793453,0.0,0.0
MoreauBrotoAuto_AvFlexibility4,5.6777652726154595e-05,0.0,0.0,0.0
MoreauBrotoAuto_FreeEnergy10,0.00382336726339839,0.0006256255141326721,0.00011601294549579007,0.0010962179573875553
MoreauBrotoAuto_FreeEnergy11,0.0022091961198616233,0.00029105769834198114,0.00019387800660434658,0.0011829296630180525
MoreauBrotoAuto_Hydrophobicity11,0.006528169657950939,0.0023815517437203106,0.00307338026006844,0.001187026700561443
